SampleID,CGG,MuseumID,Box,occurrenceID,GBIF URL,3D model MorphoSource URL,StudyPhase,Sequenced,species_identifiable_genetically,Collagen extracted,Taxon_morphology,Taxon_genetic,Taxon_assigned,Taxon_assigned_common,Taxon_plots,Taxon_plots_common,name of site or location where sample originated,Site_short,stratigraphic context,site location,site latitude,site longitube,latest chronometric age,latest chronometric age reference system,earliest chronometric age,earliest chronometric age reference system,chronometric age protocol,chronometric age remarks,geological epoch,MIS,sample description,material_group,material_type,subsample target for dna,subsample target for collagen,site references,state_province_region,country,museum_institution,sampling permit,sampling permit issuing authority,sahra caseid,export permit,export permit issuing authority,project acronym,project title,msca grant no.,call reference,notes
RmA023,CGG_1_025872,1 17b A 26832,113,SAMC:Archaeology:1-17b-A-26832:CGG_1_025872,https://www.gbif.org/occurrence/4947704615,https://www.morphosource.org/concern/biological_specimens/000813343,Phase 2,No,not applicable,No,Raphicerus melanotis,not applicable,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Klasies River Mouth ,KRM,1 17b,South Africa: Eastern Cape Province,-34.108103,24.390139,89000,BP,113000,BP,associated absolute dating,"U-series & ESR (MC-ICPMS). Most reliable date for Layer 17 Cave 1 according to Grine et al 2017, SAS L, Middle Stone Age II. (Grine et al 2017; Eggins et al 2005)",,MIS 5,Tooth | Molars | Partial right mandible with Rm1-m2,Tooth,Molars,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA024,CGG_1_025873,1 17 swc 17604,113,SAMC:Archaeology:1-17-swc-17604:CGG_1_025873,https://www.gbif.org/occurrence/4947704605,https://www.morphosource.org/concern/biological_specimens/000813344,Phase 2,No,not applicable,No,Raphicerus melanotis,not applicable,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Klasies River Mouth ,KRM,1 17,South Africa: Eastern Cape Province,-34.108103,24.390139,89000,BP,113000,BP,associated absolute dating,"U-series & ESR (MC-ICPMS). Most reliable date for Layer 17 Cave 1 according to Grine et al 2017, SAS L, Middle Stone Age II. (Grine et al 2017; Eggins et al 2005)",,MIS 5,Tooth | Premolar+molar | Partial left mandible with LdP4-m1,Tooth,Premolar+molar,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA025,CGG_1_025874,1 14 A 05,113,SAMC:Archaeology:1-14-A-05:CGG_1_025874,https://www.gbif.org/occurrence/4947704342,https://www.morphosource.org/concern/biological_specimens/000813346,Phase 2,No,not applicable,No,Raphicerus melanotis,not applicable,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Klasies River Mouth ,KRM,1 14,South Africa: Eastern Cape Province,-34.108103,24.390139,83100,BP,108300,BP,associated absolute dating,"U-Th of layer. lower and upper bounds are U-Th estimates of Layer 14 Cave 1, SAS R, Middle Stone Age II. (Grine et al 2017; Vogel 2001)",,MIS 5,Tooth | Molars | Partial left mandible with Lm1-m3,Tooth,Molars,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA026,CGG_1_025875,1 14 B 023,113,SAMC:Archaeology:1-14-B-023:CGG_1_025875,https://www.gbif.org/occurrence/4947704592,https://www.morphosource.org/concern/biological_specimens/000813348,Phase 2,No,not applicable,No,Raphicerus melanotis,not applicable,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Klasies River Mouth ,KRM,1 14,South Africa: Eastern Cape Province,-34.108103,24.390139,83100,BP,108300,BP,associated absolute dating,"U-Th of layer. lower and upper bounds are U-Th estimates of Layer 14 Cave 1, SAS R, Middle Stone Age II. (Grine et al 2017; Vogel 2001)",,MIS 5,Tooth | Molars | Partial left mandible with Lm1-m3,Tooth,Molars,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,mandible has been drilled before by someone
RmA027,CGG_1_025876,1 14 wc 17180,113,SAMC:Archaeology:1-14-wc-17180:CGG_1_025876,https://www.gbif.org/occurrence/4947704320,https://www.morphosource.org/concern/biological_specimens/000813349,Phase 2,No,not applicable,No,Raphicerus melanotis,not applicable,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Klasies River Mouth ,KRM,1 14,South Africa: Eastern Cape Province,-34.108103,24.390139,83100,BP,108300,BP,associated absolute dating,"U-Th of layer. lower and upper bounds are U-Th estimates of Layer 14 Cave 1, SAS R, Middle Stone Age II. (Grine et al 2017; Vogel 2001)",,MIS 5,Tooth | Molar | Partial left mandible with Lm3,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA028,CGG_1_025877,1 15 H 27151,113,SAMC:Archaeology:1-15-H-27151:CGG_1_025877,https://www.gbif.org/occurrence/4947704379,https://www.morphosource.org/concern/biological_specimens/000813350,Phase 2,No,not applicable,No,Raphicerus melanotis,not applicable,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Klasies River Mouth ,KRM,1 15,South Africa: Eastern Cape Province,-34.108103,24.390139,65800,BP,105000,BP,associated absolute dating,"OSL/TL and delta-18O shell of layer. lower bound is TL-OSL estimate. Upper bound is that of MIS5c. Both for Layer 1 15., SAS W, Middle Stone Age II. (Grine et al 2017; Feathers 2002; Shackleton 1982; Deacon et al 1988)",,MIS 5,Tooth | Molars | Partial left mandible with Lm2-m3,Tooth,Molars,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA029,CGG_1_025878,1 15 H 27150,113,SAMC:Archaeology:1-15-H-27150:CGG_1_025878,https://www.gbif.org/occurrence/4947704531,https://www.morphosource.org/concern/biological_specimens/000813351,Phase 2,No,not applicable,No,Raphicerus melanotis,not applicable,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Klasies River Mouth ,KRM,1 15,South Africa: Eastern Cape Province,-34.108103,24.390139,65800,BP,105000,BP,associated absolute dating,"OSL/TL and delta-18O shell of layer. lower bound is TL-OSL estimate. Upper bound is that of MIS5c. Both for Layer 1 15., SAS W, Middle Stone Age II. (Grine et al 2017; Feathers 2002; Shackleton 1982; Deacon et al 1988)",,MIS 5,Tooth | Molars | Partial left mandible with Lm1-m2,Tooth,Molars,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA030,CGG_1_025879,I-D5,26,SAMC:Archaeology:I-D5:CGG_1_025879,https://www.gbif.org/occurrence/4947704601,https://www.morphosource.org/concern/biological_specimens/000813352,Phase 2,Yes,Yes,No,Raphicerus melanotis,Raphicerus melanotis,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Nelson Bay Cave ,NBC,IC,South Africa: Western Cape Province,-34.101111,23.375556,5465,BP,5742,BP,associated absolute dating,Calibrated 14C of layer. 2sigma range of Layer IC. (Faith 2012b; Deacon 1984),Holocene,MIS 1,Bone | Humerus distal left | Partial,Bone,Humerus distal left,Outer layer,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA031,CGG_1_025880,RB-B8,26,SAMC:Archaeology:RB-B8:CGG_1_025880,https://www.gbif.org/occurrence/4947704447,https://www.morphosource.org/concern/biological_specimens/000813353,Phase 2,Yes,Yes,No,Raphicerus melanotis,Raphicerus melanotis,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Nelson Bay Cave ,NBC,RB,South Africa: Western Cape Province,-34.101111,23.375556,9300,BP,9800,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer RB aka Rice B. (Loftus et al 2016),Holocene,MIS 1,Bone | Humerus distal right | Partial,Bone,Humerus distal right,Outer layer of shaft (dense part),not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA032,CGG_1_025881,J-B2-2,129,SAMC:Archaeology:J-B2-2:CGG_1_025881,https://www.gbif.org/occurrence/4947704356,https://www.morphosource.org/concern/biological_specimens/000813354,Phase 2,Yes,Yes,No,Raphicerus melanotis,Raphicerus melanotis,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Nelson Bay Cave ,NBC,J,South Africa: Western Cape Province,-34.101111,23.375556,9500,BP,11400,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer J aka Jake. (Loftus et al 2016),Holocene,MIS 1,Bone | Right mandible | Partial,Bone,Right mandible,Outer layer of dense part,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA033,CGG_1_025882,J-B2-20,129,SAMC:Archaeology:J-B2-20:CGG_1_025882,https://www.gbif.org/occurrence/4947704316,https://www.morphosource.org/concern/biological_specimens/000813355,Phase 2,Yes,No,No,Raphicerus melanotis,not applicable,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Nelson Bay Cave ,NBC,J,South Africa: Western Cape Province,-34.101111,23.375556,9500,BP,11400,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer J aka Jake. (Loftus et al 2016),Holocene,MIS 1,Tooth | Premolars | Partial right mandible with Rp3-p4,Tooth,Premolars,Whole roots,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA034,CGG_1_025883,J-B2-34,129,SAMC:Archaeology:J-B2-34:CGG_1_025883,https://www.gbif.org/occurrence/4947704392,https://www.morphosource.org/concern/biological_specimens/000813356,Phase 2,Yes,Yes,No,Raphicerus melanotis,Raphicerus melanotis,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Nelson Bay Cave ,NBC,J,South Africa: Western Cape Province,-34.101111,23.375556,9500,BP,11400,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer J aka Jake. (Loftus et al 2016),Holocene,MIS 1,Tooth | Premolar+molars | Partial right mandible with Rp4-m3,Tooth,Premolar+molars,Whole roots,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,previously sampled by someone
RmA035,CGG_1_025884,RA-D8-31,129,SAMC:Archaeology:RA-D8-31:CGG_1_025884,https://www.gbif.org/occurrence/4947704546,https://www.morphosource.org/concern/biological_specimens/000813357,Phase 2,Yes,Yes,No,Raphicerus melanotis,Raphicerus melanotis,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Nelson Bay Cave ,NBC,RA,South Africa: Western Cape Province,-34.101111,23.375556,6900,BP,9200,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer RA aka Rice A. (Loftus et al 2016),Holocene,MIS 1,Tooth | Molars | Partial right mandible with Rm2-m3,Tooth,Molars,Whole roots,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,previously sampled by someone
RmA036,CGG_1_025885,RA-A7-88,129,SAMC:Archaeology:RA-A7-88:CGG_1_025885,https://www.gbif.org/occurrence/4947704574,https://www.morphosource.org/concern/biological_specimens/000813358,Phase 2,Yes,Yes,No,Raphicerus melanotis,Raphicerus melanotis,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Nelson Bay Cave ,NBC,RA,South Africa: Western Cape Province,-34.101111,23.375556,6900,BP,9200,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer RA aka Rice A. (Loftus et al 2016),Holocene,MIS 1,Tooth | Molar | Lower left m1/2,Tooth,Molar,Whole roots,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA037,CGG_1_025886,RA-A-10-69,129,SAMC:Archaeology:RA-A-10-69:CGG_1_025886,https://www.gbif.org/occurrence/4947704364,https://www.morphosource.org/concern/biological_specimens/000813359,Phase 2,Yes,Yes,No,Raphicerus melanotis,Raphicerus melanotis,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Nelson Bay Cave ,NBC,RA,South Africa: Western Cape Province,-34.101111,23.375556,6900,BP,9200,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer RA aka Rice A. (Loftus et al 2016),Holocene,MIS 1,Tooth | Premolar | Upper left P4,Tooth,Premolar,Whole roots,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA038,CGG_1_025887,RB-?4-67,129,SAMC:Archaeology:RB-?4-67:CGG_1_025887,https://www.gbif.org/occurrence/4947704516,https://www.morphosource.org/concern/biological_specimens/000813360,Phase 2,Yes,Yes,No,Raphicerus melanotis,Raphicerus melanotis,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Nelson Bay Cave ,NBC,RB,South Africa: Western Cape Province,-34.101111,23.375556,9300,BP,9800,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer RB aka Rice B. (Loftus et al 2016),Holocene,MIS 1,Tooth | Molar | Upper left M3,Tooth,Molar,Whole roots,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
RmA039,CGG_1_025888,RB-A6-5,129,SAMC:Archaeology:RB-A6-5:CGG_1_025888,https://www.gbif.org/occurrence/4947704490,https://www.morphosource.org/concern/biological_specimens/000813361,Phase 2,Yes,No,No,Raphicerus melanotis,not applicable,Raphicerus melanotis,Cape grysbok,Raphicerus melanotis,Cape grysbok,Nelson Bay Cave ,NBC,RB,South Africa: Western Cape Province,-34.101111,23.375556,9300,BP,9800,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer RB aka Rice B. (Loftus et al 2016),Holocene,MIS 1,Tooth | Premolars+molars | Partial right mandible with Rp3-m3,Tooth,Premolars+molars,Whole roots (premolars),not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
